113.165.89.71,81,"HTTP/1.1 401 Unauthorized
Server: GoAhead-Webs
Date: Wed Mar  8 07:00:51 2017
WWW-Authenticate: Digest realm=""GoAhead"", domain="":81"",qop=""auth"", nonce=""837b8949bf21174d2b9a405375104d90"", opaque=""5ccc069c403ebaf9f0171e9517f40e41"",algorithm=""MD5"", stale=""FALSE""
Pragma: no-cache
Cache-Control: no-cache
Content-Type: text/html

",2017-03-08T07:01:01.607074,localhost,Vietnam,Hanoi,,Vietnam Posts and Telecommunications(VNPT)
42.119.126.130,80,"HTTP/1.1 401 Unauthorized
Server: GoAhead-Webs
Date: Wed Mar  8 06:57:30 2017
WWW-Authenticate: Digest realm=""WIFICAM"", domain="""",qop=""auth"", nonce=""baf59f75b45845b37a2be057d995b9bc"", opaque=""5ccc069c403ebaf9f0171e9517f40e41"",algorithm=""MD5"", stale=""FALSE""
Pragma: no-cache
Cache-Control: no-cache
Content-Type: text/html

",2017-03-08T06:57:34.982169,,Vietnam,Ho Chi Minh City,,FPT Telecom Company
113.175.83.71,80,"HTTP/1.1 401 Unauthorized
Server: GoAhead-Webs
Date: Wed Mar  8 06:57:18 2017
WWW-Authenticate: Digest realm=""WIFICAM"", domain="""",qop=""auth"", nonce=""08fb7d6fe028e0ce8311b88e08c388d4"", opaque=""5ccc069c403ebaf9f0171e9517f40e41"",algorithm=""MD5"", stale=""FALSE""
Pragma: no-cache
Cache-Control: no-cache
Content-Type: text/html

",2017-03-08T06:57:22.375919,localhost,Vietnam,,,Vietnam Posts and Telecommunications(VNPT)
113.168.72.214,80,"HTTP/1.1 401 Unauthorized
Server: GoAhead-Webs
Date: Wed Mar  8 06:55:48 2017
WWW-Authenticate: Digest realm=""WIFICAM"", domain="""",qop=""auth"", nonce=""8c5f4323b0144dac570ed342da28bbca"", opaque=""5ccc069c403ebaf9f0171e9517f40e41"",algorithm=""MD5"", stale=""FALSE""
Pragma: no-cache
Cache-Control: no-cache
Content-Type: text/html

",2017-03-08T06:56:05.398095,localhost,Vietnam,Hanoi,,Vietnam Posts and Telecommunications(VNPT)
183.81.59.52,80,"HTTP/1.1 401 Unauthorized
Server: GoAhead-Webs
Date: Wed Mar  8 06:52:29 2017
WWW-Authenticate: Digest realm=""WIFICAM"", domain="""",qop=""auth"", nonce=""e84852b7fc8530325cced4f0c63e0fbb"", opaque=""5ccc069c403ebaf9f0171e9517f40e41"",algorithm=""MD5"", stale=""FALSE""
Pragma: no-cache
Cache-Control: no-cache
Content-Type: text/html

",2017-03-08T06:52:32.174107,,Vietnam,Hanoi,,FPT Telecom Company
113.174.173.95,81,"HTTP/1.1 401 Unauthorized
Server: GoAhead-Webs
Date: Wed Mar  8 06:49:37 2017
WWW-Authenticate: Digest realm=""WIFICAM"", domain="":81"",qop=""auth"", nonce=""5f7cdbabaaa58d9ef2c49d0e1444ff21"", opaque=""5ccc069c403ebaf9f0171e9517f40e41"",algorithm=""MD5"", stale=""FALSE""
Pragma: no-cache
Cache-Control: no-cache
Content-Type: text/html

",2017-03-08T06:49:40.814203,localhost,Vietnam,Da Nang,,Vietnam Posts and Telecommunications(VNPT)
116.105.231.73,81,"HTTP/1.1 401 Unauthorized
Server: GoAhead-Webs
Date: Wed Mar  8 06:47:35 2017
WWW-Authenticate: Digest realm=""WIFICAM"", domain="":81"",qop=""auth"", nonce=""4e344ba1c0b557adca24cd92739eef82"", opaque=""5ccc069c403ebaf9f0171e9517f40e41"",algorithm=""MD5"", stale=""FALSE""
Pragma: no-cache
Cache-Control: no-cache
Content-Type: text/html

",2017-03-08T06:47:38.562511,,Vietnam,Hanoi,,Viettel Corporation
113.167.56.129,80,"HTTP/1.1 401 Unauthorized
Server: GoAhead-Webs
Date: Wed Mar  8 06:39:48 2017
WWW-Authenticate: Digest realm=""WIFICAM"", domain="""",qop=""auth"", nonce=""0bb505027ce95210395b2559f03b7b61"", opaque=""5ccc069c403ebaf9f0171e9517f40e41"",algorithm=""MD5"", stale=""FALSE""
Pragma: no-cache
Cache-Control: no-cache
Content-Type: text/html

",2017-03-08T06:39:52.583225,localhost,Vietnam,Hang Thang,,Vietnam Posts and Telecommunications(VNPT)
116.109.171.247,80,"HTTP/1.1 401 Unauthorized
Server: GoAhead-Webs
Date: Wed Mar  8 06:38:34 2017
WWW-Authenticate: Digest realm=""WIFICAM"", domain="""",qop=""auth"", nonce=""9a5e685da53b335a9278e87de7c8a08f"", opaque=""5ccc069c403ebaf9f0171e9517f40e41"",algorithm=""MD5"", stale=""FALSE""
Pragma: no-cache
Cache-Control: no-cache
Content-Type: text/html

",2017-03-08T06:38:38.390448,,Vietnam,Hanoi,,Viettel Corporation
113.22.213.74,80,"HTTP/1.1 401 Unauthorized
Server: GoAhead-Webs
Date: Wed Mar  8 06:38:33 2017
WWW-Authenticate: Digest realm=""WIFICAM"", domain="""",qop=""auth"", nonce=""7f351192a21f11f71f5a849761646d90"", opaque=""5ccc069c403ebaf9f0171e9517f40e41"",algorithm=""MD5"", stale=""FALSE""
Pragma: no-cache
Cache-Control: no-cache
Content-Type: text/html

",2017-03-08T06:38:36.538319,,Vietnam,Hanoi,,FPT Telecom Company
118.68.208.41,80,"HTTP/1.1 401 Unauthorized
Server: GoAhead-Webs
Date: Wed Mar  8 06:36:35 2017
WWW-Authenticate: Digest realm=""WIFICAM"", domain="""",qop=""auth"", nonce=""ff0baa453df924d5ee0df1d46c610a9f"", opaque=""5ccc069c403ebaf9f0171e9517f40e41"",algorithm=""MD5"", stale=""FALSE""
Pragma: no-cache
Cache-Control: no-cache
Content-Type: text/html

",2017-03-08T06:36:37.390845,,Vietnam,Hanoi,,FPT Telecom Company
42.113.146.247,80,"HTTP/1.1 401 Unauthorized
Server: GoAhead-Webs
Date: Wed Mar  8 06:35:51 2017
WWW-Authenticate: Digest realm=""WIFICAM"", domain="""",qop=""auth"", nonce=""de8c7cb7c227eaf5fd8662877503656c"", opaque=""5ccc069c403ebaf9f0171e9517f40e41"",algorithm=""MD5"", stale=""FALSE""
Pragma: no-cache
Cache-Control: no-cache
Content-Type: text/html

",2017-03-08T06:35:55.507202,,Vietnam,Hanoi,,FPT Telecom Company
171.228.24.254,81,"HTTP/1.1 401 Unauthorized
Server: GoAhead-Webs
Date: Wed Mar  8 06:16:01 2017
WWW-Authenticate: Digest realm=""WIFICAM"", domain="":81"",qop=""auth"", nonce=""c5ec666582607547095601958201ce46"", opaque=""5ccc069c403ebaf9f0171e9517f40e41"",algorithm=""MD5"", stale=""FALSE""
Pragma: no-cache
Cache-Control: no-cache
Content-Type: text/html

",2017-03-08T06:34:27.465721,,Vietnam,Hanoi,,Viettel Corporation
123.26.122.26,80,"HTTP/1.1 401 Unauthorized
Server: GoAhead-Webs
Date: Wed Mar  8 06:32:18 2017
WWW-Authenticate: Digest realm=""WIFICAM"", domain="""",qop=""auth"", nonce=""0eb6be382813405391fd25eb91a010b8"", opaque=""5ccc069c403ebaf9f0171e9517f40e41"",algorithm=""MD5"", stale=""FALSE""
Pragma: no-cache
Cache-Control: no-cache
Content-Type: text/html

",2017-03-08T06:32:45.116621,localhost,Vietnam,Dong Hoi,,Vietnam Posts and Telecommunications(VNPT)
171.224.1.40,80,"HTTP/1.1 401 Unauthorized
Server: GoAhead-Webs
Date: Wed Mar  8 06:29:44 2017
WWW-Authenticate: Digest realm=""WIFICAM"", domain="""",qop=""auth"", nonce=""49bcce6b3a7bd211d3a6d4dc26ebb853"", opaque=""5ccc069c403ebaf9f0171e9517f40e41"",algorithm=""MD5"", stale=""FALSE""
Pragma: no-cache
Cache-Control: no-cache
Content-Type: text/html

",2017-03-08T06:32:23.834534,,Vietnam,Hanoi,,Viettel Corporation
58.186.173.62,81,"HTTP/1.1 401 Unauthorized
Server: GoAhead-Webs
Date: Wed Mar  8 06:30:43 2017
WWW-Authenticate: Digest realm=""WIFICAM"", domain="":81"",qop=""auth"", nonce=""36bf03d34dfa197f077b47f1fd1db0c8"", opaque=""5ccc069c403ebaf9f0171e9517f40e41"",algorithm=""MD5"", stale=""FALSE""
Pragma: no-cache
Cache-Control: no-cache
Content-Type: text/html

",2017-03-08T06:30:48.782649,,Vietnam,Hanoi,,FPT Telecom Company
171.228.159.157,81,"HTTP/1.1 401 Unauthorized
Server: GoAhead-Webs
Date: Wed Mar  8 06:29:58 2017
WWW-Authenticate: Digest realm=""GoAhead"", domain="":81"",qop=""auth"", nonce=""131850486cef2a321e886d50741d3f18"", opaque=""5ccc069c403ebaf9f0171e9517f40e41"",algorithm=""MD5"", stale=""FALSE""
Pragma: no-cache
Cache-Control: no-cache
Content-Type: text/html

",2017-03-08T06:30:30.543021,,Vietnam,Hanoi,,Viettel Corporation
58.186.149.152,80,"HTTP/1.1 401 Unauthorized
Server: GoAhead-Webs
Date: Wed Mar  8 06:29:37 2017
WWW-Authenticate: Digest realm=""WIFICAM"", domain="""",qop=""auth"", nonce=""8297288f43f5846e2bb1b69882e09778"", opaque=""5ccc069c403ebaf9f0171e9517f40e41"",algorithm=""MD5"", stale=""FALSE""
Pragma: no-cache
Cache-Control: no-cache
Content-Type: text/html

",2017-03-08T06:29:39.707353,,Vietnam,Hanoi,,FPT Telecom Company
